"month","animal","state","count"
2016 Jan,"Cows and heifers","South Australia",16100
2016 Feb,"Cows and heifers","South Australia",17700
2016 Mar,"Cows and heifers","South Australia",14400
2016 Apr,"Cows and heifers","South Australia",14600
2016 May,"Cows and heifers","South Australia",15900
2016 Jun,"Cows and heifers","South Australia",10500
2016 Jul,"Cows and heifers","South Australia",8300
2016 Aug,"Cows and heifers","South Australia",11400
2016 Sep,"Cows and heifers","South Australia",10300
2016 Oct,"Cows and heifers","South Australia",8900
2016 Nov,"Cows and heifers","South Australia",17300
2016 Dec,"Cows and heifers","South Australia",9400
2017 Jan,"Cows and heifers","South Australia",16300
2017 Feb,"Cows and heifers","South Australia",13500
2017 Mar,"Cows and heifers","South Australia",10700
2017 Apr,"Cows and heifers","South Australia",8100
2017 May,"Cows and heifers","South Australia",9000
2017 Jun,"Cows and heifers","South Australia",14200
2017 Jul,"Cows and heifers","South Australia",9100
2017 Aug,"Cows and heifers","South Australia",9200
2017 Sep,"Cows and heifers","South Australia",7900
2017 Oct,"Cows and heifers","South Australia",9000
2017 Nov,"Cows and heifers","South Australia",9200
2017 Dec,"Cows and heifers","South Australia",7300
2018 Jan,"Cows and heifers","South Australia",6500
2018 Feb,"Cows and heifers","South Australia",7200
2018 Mar,"Cows and heifers","South Australia",5800
2018 Apr,"Cows and heifers","South Australia",6000
2018 May,"Cows and heifers","South Australia",8400
2018 Jun,"Cows and heifers","South Australia",7500
2018 Jul,"Cows and heifers","South Australia",8600
2018 Aug,"Cows and heifers","South Australia",7300
2018 Sep,"Cows and heifers","South Australia",6400
2018 Oct,"Cows and heifers","South Australia",8800
2018 Nov,"Cows and heifers","South Australia",8000
2018 Dec,"Cows and heifers","South Australia",7100
1976 Jul,"Cows and heifers","Tasmania",12900
1976 Aug,"Cows and heifers","Tasmania",9900
1976 Sep,"Cows and heifers","Tasmania",8300
1976 Oct,"Cows and heifers","Tasmania",8500
1976 Nov,"Cows and heifers","Tasmania",9700
1976 Dec,"Cows and heifers","Tasmania",10100
1977 Jan,"Cows and heifers","Tasmania",8700
1977 Feb,"Cows and heifers","Tasmania",11400
1977 Mar,"Cows and heifers","Tasmania",14700
1977 Apr,"Cows and heifers","Tasmania",12700
1977 May,"Cows and heifers","Tasmania",15800
1977 Jun,"Cows and heifers","Tasmania",17100
1977 Jul,"Cows and heifers","Tasmania",12200
1977 Aug,"Cows and heifers","Tasmania",8800
1977 Sep,"Cows and heifers","Tasmania",8200
1977 Oct,"Cows and heifers","Tasmania",7900
1977 Nov,"Cows and heifers","Tasmania",12700
1977 Dec,"Cows and heifers","Tasmania",10000
1978 Jan,"Cows and heifers","Tasmania",10200
1978 Feb,"Cows and heifers","Tasmania",12400
1978 Mar,"Cows and heifers","Tasmania",12500
1978 Apr,"Cows and heifers","Tasmania",10800
1978 May,"Cows and heifers","Tasmania",15600
1978 Jun,"Cows and heifers","Tasmania",11500
1978 Jul,"Cows and heifers","Tasmania",10400
1978 Aug,"Cows and heifers","Tasmania",7500
1978 Sep,"Cows and heifers","Tasmania",6500
1978 Oct,"Cows and heifers","Tasmania",7700
1978 Nov,"Cows and heifers","Tasmania",8100
1978 Dec,"Cows and heifers","Tasmania",8000
1979 Jan,"Cows and heifers","Tasmania",7400
1979 Feb,"Cows and heifers","Tasmania",9500
1979 Mar,"Cows and heifers","Tasmania",11000
1979 Apr,"Cows and heifers","Tasmania",8900
1979 May,"Cows and heifers","Tasmania",10400
1979 Jun,"Cows and heifers","Tasmania",7600
1979 Jul,"Cows and heifers","Tasmania",5400
1979 Aug,"Cows and heifers","Tasmania",5000
1979 Sep,"Cows and heifers","Tasmania",5200
1979 Oct,"Cows and heifers","Tasmania",6100
1979 Nov,"Cows and heifers","Tasmania",5800
1979 Dec,"Cows and heifers","Tasmania",7000
1980 Jan,"Cows and heifers","Tasmania",8300
1980 Feb,"Cows and heifers","Tasmania",8500
1980 Mar,"Cows and heifers","Tasmania",8000
1980 Apr,"Cows and heifers","Tasmania",8000
1980 May,"Cows and heifers","Tasmania",9300
1980 Jun,"Cows and heifers","Tasmania",6300
1980 Jul,"Cows and heifers","Tasmania",6600
1980 Aug,"Cows and heifers","Tasmania",5000
1980 Sep,"Cows and heifers","Tasmania",5200
1980 Oct,"Cows and heifers","Tasmania",6000
1980 Nov,"Cows and heifers","Tasmania",6400
1980 Dec,"Cows and heifers","Tasmania",7100
1981 Jan,"Cows and heifers","Tasmania",6500
1981 Feb,"Cows and heifers","Tasmania",7600
1981 Mar,"Cows and heifers","Tasmania",9100
1981 Apr,"Cows and heifers","Tasmania",8400
1981 May,"Cows and heifers","Tasmania",10100
1981 Jun,"Cows and heifers","Tasmania",8200
1981 Jul,"Cows and heifers","Tasmania",6100
1981 Aug,"Cows and heifers","Tasmania",5200
1981 Sep,"Cows and heifers","Tasmania",4200
1981 Oct,"Cows and heifers","Tasmania",4500
1981 Nov,"Cows and heifers","Tasmania",5800
1981 Dec,"Cows and heifers","Tasmania",7900
1982 Jan,"Cows and heifers","Tasmania",7100
1982 Feb,"Cows and heifers","Tasmania",8400
1982 Mar,"Cows and heifers","Tasmania",11900
1982 Apr,"Cows and heifers","Tasmania",9700
1982 May,"Cows and heifers","Tasmania",10700
1982 Jun,"Cows and heifers","Tasmania",10000
1982 Jul,"Cows and heifers","Tasmania",8000
1982 Aug,"Cows and heifers","Tasmania",5800
1982 Sep,"Cows and heifers","Tasmania",7500
1982 Oct,"Cows and heifers","Tasmania",8400
1982 Nov,"Cows and heifers","Tasmania",10500
1982 Dec,"Cows and heifers","Tasmania",9400
1983 Jan,"Cows and heifers","Tasmania",8400
1983 Feb,"Cows and heifers","Tasmania",9900
1983 Mar,"Cows and heifers","Tasmania",12000
1983 Apr,"Cows and heifers","Tasmania",10200
1983 May,"Cows and heifers","Tasmania",9600
1983 Jun,"Cows and heifers","Tasmania",6800
1983 Jul,"Cows and heifers","Tasmania",6800
1983 Aug,"Cows and heifers","Tasmania",4600
1983 Sep,"Cows and heifers","Tasmania",5300
1983 Oct,"Cows and heifers","Tasmania",5400
1983 Nov,"Cows and heifers","Tasmania",5400
1983 Dec,"Cows and heifers","Tasmania",5600
1984 Jan,"Cows and heifers","Tasmania",5300
1984 Feb,"Cows and heifers","Tasmania",5800
1984 Mar,"Cows and heifers","Tasmania",6600
1984 Apr,"Cows and heifers","Tasmania",6100
1984 May,"Cows and heifers","Tasmania",7900
1984 Jun,"Cows and heifers","Tasmania",8500
1984 Jul,"Cows and heifers","Tasmania",5300
1984 Aug,"Cows and heifers","Tasmania",4100
1984 Sep,"Cows and heifers","Tasmania",3700
1984 Oct,"Cows and heifers","Tasmania",4500
1984 Nov,"Cows and heifers","Tasmania",5100
1984 Dec,"Cows and heifers","Tasmania",4400
1985 Jan,"Cows and heifers","Tasmania",4000
1985 Feb,"Cows and heifers","Tasmania",6600
1985 Mar,"Cows and heifers","Tasmania",6600
1985 Apr,"Cows and heifers","Tasmania",5600
1985 May,"Cows and heifers","Tasmania",7900
1985 Jun,"Cows and heifers","Tasmania",5900
1985 Jul,"Cows and heifers","Tasmania",5000
1985 Aug,"Cows and heifers","Tasmania",3600
1985 Sep,"Cows and heifers","Tasmania",3500
1985 Oct,"Cows and heifers","Tasmania",4600
1985 Nov,"Cows and heifers","Tasmania",4600
1985 Dec,"Cows and heifers","Tasmania",4500
1986 Jan,"Cows and heifers","Tasmania",4700
1986 Feb,"Cows and heifers","Tasmania",4100
1986 Mar,"Cows and heifers","Tasmania",5300
1986 Apr,"Cows and heifers","Tasmania",6500
1986 May,"Cows and heifers","Tasmania",5700
1986 Jun,"Cows and heifers","Tasmania",5600
1986 Jul,"Cows and heifers","Tasmania",5600
1986 Aug,"Cows and heifers","Tasmania",3800
1986 Sep,"Cows and heifers","Tasmania",4600
1986 Oct,"Cows and heifers","Tasmania",5700
1986 Nov,"Cows and heifers","Tasmania",5800
1986 Dec,"Cows and heifers","Tasmania",5800
1987 Jan,"Cows and heifers","Tasmania",5200
1987 Feb,"Cows and heifers","Tasmania",4500
1987 Mar,"Cows and heifers","Tasmania",6400
1987 Apr,"Cows and heifers","Tasmania",5800
1987 May,"Cows and heifers","Tasmania",8100
1987 Jun,"Cows and heifers","Tasmania",7500
1987 Jul,"Cows and heifers","Tasmania",5800
1987 Aug,"Cows and heifers","Tasmania",2900
1987 Sep,"Cows and heifers","Tasmania",4300
1987 Oct,"Cows and heifers","Tasmania",5200
1987 Nov,"Cows and heifers","Tasmania",6400
1987 Dec,"Cows and heifers","Tasmania",5400
1988 Jan,"Cows and heifers","Tasmania",5200
1988 Feb,"Cows and heifers","Tasmania",7400
1988 Mar,"Cows and heifers","Tasmania",9100
1988 Apr,"Cows and heifers","Tasmania",9200
1988 May,"Cows and heifers","Tasmania",9100
1988 Jun,"Cows and heifers","Tasmania",6900
1988 Jul,"Cows and heifers","Tasmania",4300
1988 Aug,"Cows and heifers","Tasmania",3600
1988 Sep,"Cows and heifers","Tasmania",4200
1988 Oct,"Cows and heifers","Tasmania",4200
1988 Nov,"Cows and heifers","Tasmania",6000
1988 Dec,"Cows and heifers","Tasmania",4900
1989 Jan,"Cows and heifers","Tasmania",4100
1989 Feb,"Cows and heifers","Tasmania",4600
1989 Mar,"Cows and heifers","Tasmania",6300
1989 Apr,"Cows and heifers","Tasmania",6100
1989 May,"Cows and heifers","Tasmania",7700
1989 Jun,"Cows and heifers","Tasmania",8100
1989 Jul,"Cows and heifers","Tasmania",6500
1989 Aug,"Cows and heifers","Tasmania",4300
1989 Sep,"Cows and heifers","Tasmania",4000
1989 Oct,"Cows and heifers","Tasmania",6100
1989 Nov,"Cows and heifers","Tasmania",6600
1989 Dec,"Cows and heifers","Tasmania",5200
1990 Jan,"Cows and heifers","Tasmania",6000
1990 Feb,"Cows and heifers","Tasmania",5700
1990 Mar,"Cows and heifers","Tasmania",7100
1990 Apr,"Cows and heifers","Tasmania",6700
1990 May,"Cows and heifers","Tasmania",8900
1990 Jun,"Cows and heifers","Tasmania",7600
1990 Jul,"Cows and heifers","Tasmania",6200
1990 Aug,"Cows and heifers","Tasmania",3300
1990 Sep,"Cows and heifers","Tasmania",2900
1990 Oct,"Cows and heifers","Tasmania",4500
1990 Nov,"Cows and heifers","Tasmania",7300
1990 Dec,"Cows and heifers","Tasmania",7000
1991 Jan,"Cows and heifers","Tasmania",6600
1991 Feb,"Cows and heifers","Tasmania",6400
1991 Mar,"Cows and heifers","Tasmania",7200
1991 Apr,"Cows and heifers","Tasmania",8800
1991 May,"Cows and heifers","Tasmania",12200
1991 Jun,"Cows and heifers","Tasmania",7000
1991 Jul,"Cows and heifers","Tasmania",5800
1991 Aug,"Cows and heifers","Tasmania",4200
1991 Sep,"Cows and heifers","Tasmania",2800
1991 Oct,"Cows and heifers","Tasmania",4400
1991 Nov,"Cows and heifers","Tasmania",9400
1991 Dec,"Cows and heifers","Tasmania",8000
1992 Jan,"Cows and heifers","Tasmania",9000
1992 Feb,"Cows and heifers","Tasmania",9200
1992 Mar,"Cows and heifers","Tasmania",9100
1992 Apr,"Cows and heifers","Tasmania",10800
1992 May,"Cows and heifers","Tasmania",11700
1992 Jun,"Cows and heifers","Tasmania",9300
1992 Jul,"Cows and heifers","Tasmania",8100
1992 Aug,"Cows and heifers","Tasmania",4600
1992 Sep,"Cows and heifers","Tasmania",4200
1992 Oct,"Cows and heifers","Tasmania",6900
1992 Nov,"Cows and heifers","Tasmania",8100
1992 Dec,"Cows and heifers","Tasmania",8700
1993 Jan,"Cows and heifers","Tasmania",7900
1993 Feb,"Cows and heifers","Tasmania",7300
1993 Mar,"Cows and heifers","Tasmania",7900
1993 Apr,"Cows and heifers","Tasmania",9200
1993 May,"Cows and heifers","Tasmania",8600
1993 Jun,"Cows and heifers","Tasmania",8900
1993 Jul,"Cows and heifers","Tasmania",7600
1993 Aug,"Cows and heifers","Tasmania",4500
1993 Sep,"Cows and heifers","Tasmania",5100
1993 Oct,"Cows and heifers","Tasmania",6400
1993 Nov,"Cows and heifers","Tasmania",7300
1993 Dec,"Cows and heifers","Tasmania",8400
1994 Jan,"Cows and heifers","Tasmania",6100
1994 Feb,"Cows and heifers","Tasmania",6900
1994 Mar,"Cows and heifers","Tasmania",8100
1994 Apr,"Cows and heifers","Tasmania",8300
1994 May,"Cows and heifers","Tasmania",9100
1994 Jun,"Cows and heifers","Tasmania",7500
1994 Jul,"Cows and heifers","Tasmania",5100
1994 Aug,"Cows and heifers","Tasmania",4500
1994 Sep,"Cows and heifers","Tasmania",5700
1994 Oct,"Cows and heifers","Tasmania",6900
1994 Nov,"Cows and heifers","Tasmania",6600
1994 Dec,"Cows and heifers","Tasmania",9200
1995 Jan,"Cows and heifers","Tasmania",7900
1995 Feb,"Cows and heifers","Tasmania",8500
1995 Mar,"Cows and heifers","Tasmania",12000
1995 Apr,"Cows and heifers","Tasmania",9800
1995 May,"Cows and heifers","Tasmania",10300
1995 Jun,"Cows and heifers","Tasmania",10300
1995 Jul,"Cows and heifers","Tasmania",6200
1995 Aug,"Cows and heifers","Tasmania",5200
1995 Sep,"Cows and heifers","Tasmania",4600
1995 Oct,"Cows and heifers","Tasmania",6600
1995 Nov,"Cows and heifers","Tasmania",7400
1995 Dec,"Cows and heifers","Tasmania",7900
1996 Jan,"Cows and heifers","Tasmania",7100
1996 Feb,"Cows and heifers","Tasmania",8100
1996 Mar,"Cows and heifers","Tasmania",9100
1996 Apr,"Cows and heifers","Tasmania",6700
1996 May,"Cows and heifers","Tasmania",10800
1996 Jun,"Cows and heifers","Tasmania",9200
1996 Jul,"Cows and heifers","Tasmania",5400
1996 Aug,"Cows and heifers","Tasmania",4200
1996 Sep,"Cows and heifers","Tasmania",4800
1996 Oct,"Cows and heifers","Tasmania",6000
1996 Nov,"Cows and heifers","Tasmania",7600
1996 Dec,"Cows and heifers","Tasmania",8500
1997 Jan,"Cows and heifers","Tasmania",7700
1997 Feb,"Cows and heifers","Tasmania",8400
1997 Mar,"Cows and heifers","Tasmania",7400
1997 Apr,"Cows and heifers","Tasmania",10600
1997 May,"Cows and heifers","Tasmania",12300
1997 Jun,"Cows and heifers","Tasmania",10300
1997 Jul,"Cows and heifers","Tasmania",9500
1997 Aug,"Cows and heifers","Tasmania",6400
1997 Sep,"Cows and heifers","Tasmania",4900
1997 Oct,"Cows and heifers","Tasmania",9400
1997 Nov,"Cows and heifers","Tasmania",9700
1997 Dec,"Cows and heifers","Tasmania",10100
1998 Jan,"Cows and heifers","Tasmania",13300
1998 Feb,"Cows and heifers","Tasmania",10400
1998 Mar,"Cows and heifers","Tasmania",9700
1998 Apr,"Cows and heifers","Tasmania",12900
1998 May,"Cows and heifers","Tasmania",15200
1998 Jun,"Cows and heifers","Tasmania",12300
1998 Jul,"Cows and heifers","Tasmania",10400
1998 Aug,"Cows and heifers","Tasmania",5300
1998 Sep,"Cows and heifers","Tasmania",8200
1998 Oct,"Cows and heifers","Tasmania",7300
1998 Nov,"Cows and heifers","Tasmania",8600
1998 Dec,"Cows and heifers","Tasmania",12100
1999 Jan,"Cows and heifers","Tasmania",9900
1999 Feb,"Cows and heifers","Tasmania",11000
1999 Mar,"Cows and heifers","Tasmania",10000
1999 Apr,"Cows and heifers","Tasmania",11300
1999 May,"Cows and heifers","Tasmania",11200
1999 Jun,"Cows and heifers","Tasmania",11000
1999 Jul,"Cows and heifers","Tasmania",8700
1999 Aug,"Cows and heifers","Tasmania",5600
1999 Sep,"Cows and heifers","Tasmania",6600
1999 Oct,"Cows and heifers","Tasmania",7800
1999 Nov,"Cows and heifers","Tasmania",7800
1999 Dec,"Cows and heifers","Tasmania",10100
2000 Jan,"Cows and heifers","Tasmania",8100
2000 Feb,"Cows and heifers","Tasmania",10100
2000 Mar,"Cows and heifers","Tasmania",11100
2000 Apr,"Cows and heifers","Tasmania",8500
2000 May,"Cows and heifers","Tasmania",11600
2000 Jun,"Cows and heifers","Tasmania",12900
2000 Jul,"Cows and heifers","Tasmania",6700
2000 Aug,"Cows and heifers","Tasmania",3700
2000 Sep,"Cows and heifers","Tasmania",4300
2000 Oct,"Cows and heifers","Tasmania",5800
2000 Nov,"Cows and heifers","Tasmania",6900
2000 Dec,"Cows and heifers","Tasmania",9600
2001 Jan,"Cows and heifers","Tasmania",7700
2001 Feb,"Cows and heifers","Tasmania",9200
2001 Mar,"Cows and heifers","Tasmania",10800
2001 Apr,"Cows and heifers","Tasmania",8600
2001 May,"Cows and heifers","Tasmania",9200
